# compound name, pubchem_id, CNS, xLogP, TPSA, SMILES
          Marimastat,     119031,      FALSE,    0.500,    128.000, CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)[C@H](O)C(=O)NO)C(C)(C)C
          Masoprocol,      71398,      FALSE,    4.300,     80.900, C[C@@H](CC1=CC(O)=C(O)C=C1)[C@H](C)CC1=CC(O)=C(O)C=C1
            Mazindol,       4020,      FALSE,    2.200,     35.800, OC1(N2CCN=C2C2=CC=CC=C12)C1=CC=C(Cl)C=C1
         Mebendazole,       4030,      FALSE,    2.800,     84.100, COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C1=CC=CC=C1
        Mecamylamine,       4032,      FALSE,    2.600,     12.000, CNC1(C)C2CCC(C2)C1(C)C
     Mechlorethamine,       4033,      FALSE,    0.900,      3.200, CN(CCCl)CCCl
           Meclizine,       4034,       TRUE,    5.800,      6.500, CC1=CC(CN2CCN(CC2)C(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)=CC=C1
 Medroxyprogesterone,      10631,      FALSE,    3.500,     54.400, [H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C
           Medrysone,     247839,      FALSE,    2.700,     54.400, [H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C
           Megestrol,      19090,      FALSE,    2.600,     54.400, [H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@]12C
           Melatonin,        896,      FALSE,    0.800,     54.100, COC1=CC2=C(NC=C2CCNC(C)=O)C=C1
           Meloxicam,   54677470,       TRUE,    3.000,    136.000, CN1C(C(=O)NC2=NC=C(C)S2)=C(O)C2=C(C=CC=C2)S1(=O)=O
           Melphalan,     460612,      FALSE,   -0.500,     66.600, N[C@@H](CC1=CC=C(C=C1)N(CCCl)CCCl)C(O)=O
           Memantine,       4054,       TRUE,    3.300,     26.000, CC12CC3CC(C)(C1)CC(N)(C3)C2
           Menadione,       4055,      FALSE,    2.200,     34.100, CC1=CC(=O)C2=CC=CC=C2C1=O
             Menthol,       1254,      FALSE,    3.000,     20.200, CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O
         Mepenzolate,       4057,      FALSE,    3.200,     46.500, C[N+]1(C)CCCC(C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
          Meperidine,       4058,       TRUE,    2.500,     29.500, CCOC(=O)C1(CCN(C)CC1)C1=CC=CC=C1
       Mephentermine,       3677,      FALSE,    2.400,     12.000, CNC(C)(C)CC1=CC=CC=C1
         Mephenytoin,       4060,      FALSE,    1.500,     49.400, CCC1(NC(=O)N(C)C1=O)C1=CC=CC=C1
         Mepivacaine,       4062,      FALSE,    1.900,     32.300, CN1CCCCC1C(=O)NC1=C(C)C=CC=C1C
         Meprobamate,       4064,      FALSE,    0.700,    105.000, CCCC(C)(COC(N)=O)COC(N)=O
          Mepyramine,       4992,      FALSE,    3.300,     28.600, COC1=CC=C(CN(CCN(C)C)C2=NC=CC=C2)C=C1
         Mequitazine,       4066,      FALSE,    4.600,     31.800, C(C1CN2CCC1CC2)N1C2=CC=CC=C2SC2=CC=CC=C12
      Mercaptopurine,     667490,      FALSE,    0.000,     85.200, S=C1N=CNC2=C1NC=N2
           Meropenem,     441130,      FALSE,   -2.400,    136.000, [H][C@]1([C@@H](C)O)C(=O)N2C(C(O)=O)=C(S[C@@H]3CN[C@@H](C3)C(=O)N(C)C)[C@H](C)[C@]12[H]
          Mesalazine,       4075,      FALSE,    1.300,     83.600, NC1=CC(C(O)=O)=C(O)C=C1
        Mesoridazine,       4078,      FALSE,    4.500,     68.100, CN1CCCCC1CCN1C2=CC=CC=C2SC2=C1C=C(C=C2)S(C)=O
           Mestranol,       6291,      FALSE,    4.000,     29.500, [H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(OC)C=C3
         Metaraminol,       5906,      FALSE,   -0.400,     66.500, C[C@H](N)[C@H](O)C1=CC(O)=CC=C1
          Metaxalone,      15459,       TRUE,    2.200,     47.600, CC1=CC(OCC2CNC(=O)O2)=CC(C)=C1
           Metformin,       4091,      FALSE,   -1.300,     91.500, CN(C)C(=N)NC(N)=N
        Methacholine,       1993,      FALSE,    0.600,     26.300, CC(C[N+](C)(C)C)OC(C)=O
        Methacycline,   54675785,      FALSE,    0.300,    182.000, CN(C)[C@H]1[C@@H]2[C@@H](O)[C@@H]3C(=C)C4=C(C(O)=CC=C4)C(=O)C3=C(O)[C@]2(O)C(=O)C(C(N)=O)C1=O
           Methadone,       4095,       TRUE,    3.900,     20.300, CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1
     Methamphetamine,      10836,       TRUE,    2.100,     12.000, CN[C@@H](C)CC1=CC=CC=C1
       Methantheline,       4097,      FALSE,    3.300,     35.500, CC[N+](C)(CC)CCOC(=O)C1C2=CC=CC=C2OC2=CC=CC=C12
         Metharbital,       4099,      FALSE,    1.200,     66.500, CCC1(CC)C(=O)NC(=O)N(C)C1=O
       Methazolamide,       4100,      FALSE,    0.100,    139.000, CN1N=C(S\C1=N/C(C)=O)S(N)(=O)=O
        Methdilazine,      14677,      FALSE,    5.200,     31.800, CN1CCC(CN2C3=CC=CC=C3SC3=CC=CC=C23)C1
         Methimazole,    1349907,      FALSE,   -0.300,     47.400, CN1C=CNC1=S
       Methocarbamol,       4107,       TRUE,    0.600,     91.000, COC1=CC=CC=C1OCC(O)COC(N)=O
        Methohexital,       9034,      FALSE,    2.300,     66.500, CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O
        Methotrexate,     126941,      FALSE,   -1.800,    211.000, CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O
   Methotrimeprazine,      72287,      FALSE,    4.700,     41.000, COC1=CC2=C(SC3=C(C=CC=C3)N2C[C@H](C)CN(C)C)C=C1
         Methoxamine,       6082,      FALSE,    0.500,     64.700, COC1=CC(C(O)C(C)N)=C(OC)C=C1
         Methoxsalen,       4114,      FALSE,    1.900,     48.700, COC1=C2OC(=O)C=CC2=CC2=C1OC=C2
      Methoxyflurane,       4116,      FALSE,    2.200,      9.200, COC(F)(F)C(Cl)Cl
        Methsuximide,       6476,       TRUE,    1.200,     37.400, CN1C(=O)CC(C)(C1=O)C1=CC=CC=C1
    Methyclothiazide,       4121,      FALSE,    1.400,    126.000, CN1C(CCl)NC2=CC(Cl)=C(C=C2S1(=O)=O)S(N)(=O)=O
          Methyldopa,      38853,      FALSE,   -1.900,    104.000, C[C@](N)(CC1=CC(O)=C(O)C=C1)C(O)=O
    Methylergonovine,       8226,      FALSE,    2.300,     68.400, [H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@H](CN2C)C(=O)N[C@@H](CC)CO
    Methylnaltrexone,    5361918,      FALSE,    1.600,     66.800, [H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CC[N+](C)(CC3CC3)[C@]([H])(C4)[C@]1(O)CCC2=O
     Methylphenidate,       4158,       TRUE,    0.200,     38.300, COC(=O)C(C1CCCCN1)C1=CC=CC=C1
 Methylphenobarbital,       8271,      FALSE,    1.800,     66.500, CCC1(C(=O)NC(=O)N(C)C1=O)C1=CC=CC=C1
  Methylprednisolone,       6741,      FALSE,    1.900,     94.800, [H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C
   Methylscopolamine,      71183,      FALSE,    1.300,     59.100, [Br-].[H][C@]12C[C@@H](C[C@@]([H])(C3OC13)[N+]2(C)C)OC(=O)[C@H](CO)C1=CC=CC=C1
  Methyltestosterone,       6010,      FALSE,    3.400,     37.300, [H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
         Methyprylon,       4162,      FALSE,    0.800,     46.200, CCC1(CC)C(=O)NCC(C)C1=O
        Methysergide,       9681,      FALSE,    2.300,     57.500, [H][C@@]12CC3=CN(C)C4=C3C(=CC=C4)C1=C[C@H](CN2C)C(=O)NC(CC)CO
          Meticillin,       6087,      FALSE,    1.200,    131.000, [H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(OC)C=CC=C1OC)C(O)=O
        Metipranolol,      31477,      FALSE,    2.700,     67.800, CC(C)NCC(O)COC1=C(C)C(C)=C(OC(C)=O)C(C)=C1
            Metixene,       4167,      FALSE,    4.900,     28.500, CN1CCCC(CC2C3=CC=CC=C3SC3=CC=CC=C23)C1
      Metoclopramide,       4168,      FALSE,    2.600,     67.600, CCN(CC)CCNC(=O)C1=CC(Cl)=C(N)C=C1OC
          Metocurine,      21233,      FALSE,    6.700,     55.400, [H][C@@]12CC3=CC=C(OC4=C5C(CC[N+](C)(C)[C@]5([H])CC5=CC(OC6=C(OC)C=C(CC[N+]1(C)C)C2=C6)=C(OC)C=C5)=CC(OC)=C4OC)C=C3
          Metolazone,       4170,      FALSE,    4.100,    101.000, CC1NC2=CC(Cl)=C(C=C2C(=O)N1C1=CC=CC=C1C)S(N)(=O)=O
          Metoprolol,       4171,      FALSE,    1.900,     50.700, COCCC1=CC=C(OCC(O)CNC(C)C)C=C1
       Metronidazole,       4173,      FALSE,    0.000,     83.900, CC1=NC=C(N1CCO)[N+]([O-])=O
          Metyrapone,       4174,      FALSE,    2.000,     42.800, CC(C)(C(=O)C1=CN=CC=C1)C1=CN=CC=C1
          Metyrosine,     441350,      FALSE,   -1.600,     83.600, C[C@](N)(CC1=CC=C(O)C=C1)C(O)=O
          Mexiletine,       4178,      FALSE,    2.100,     35.200, CC(N)COC1=C(C)C=CC=C1C
         Mezlocillin,     656511,      FALSE,   -0.200,    207.000, [H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](NC(=O)N1CCN(C1=O)S(C)(=O)=O)C1=CC=CC=C1)C(O)=O
           Mianserin,       4184,      FALSE,    3.400,      6.500, CN1CCN2C(C1)C1=CC=CC=C1CC1=CC=CC=C21
          Miconazole,       4189,      FALSE,    5.300,     27.000, ClC1=CC(Cl)=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1
           Midazolam,       4192,      FALSE,    2.500,     30.200, CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=C(C=CC(Cl)=C3)N12
           Midodrine,       4195,      FALSE,   -0.600,     93.800, COC1=CC(C(O)CNC(=O)CN)=C(OC)C=C1
        Mifepristone,      55245,      FALSE,    3.800,     40.500, [H][C@@]12CC[C@@](O)(C#CC)[C@@]1(C)C[C@H](C1=CC=C(C=C1)N(C)C)C1=C3CCC(=O)C=C3CC[C@@]21[H]
            Miglitol,     441314,      FALSE,   -2.600,    104.000, OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
           Miglustat,      51634,       TRUE,   -0.600,     84.200, CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
         Milnacipran,      65833,       TRUE,    1.400,     46.300, CCN(CC)C(=O)[C@@]1(C[C@@H]1CN)C1=CC=CC=C1
           Milrinone,       4197,      FALSE,    0.000,     65.800, CC1=C(C=C(C#N)C(=O)N1)C1=CC=NC=C1
            Mimosine,       3862,      FALSE,   -3.500,    104.000, N[C@@H](CN1C=CC(=O)C(O)=C1)C(O)=O
           Minaprine,       4199,      FALSE,    2.000,     50.300, CC1=CC(=NN=C1NCCN1CCOCC1)C1=CC=CC=C1
         Minocycline,   54675783,      FALSE,   -0.600,    165.000, [H][C@@]12CC3=C(C(O)=CC=C3N(C)C)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2
           Minoxidil,       4201,      FALSE,    1.200,     88.900, NC1=CC(=NC(N)=[N+]1[O-])N1CCCCC1
          Mirabegron,    9865528,       TRUE,    2.100,    129.000, NC1=NC(CC(=O)NC2=CC=C(CCNC[C@H](O)C3=CC=CC=C3)C=C2)=CS1
         Mirtazapine,       4205,       TRUE,    3.300,     19.400, CN1CCN2C(C1)C1=CC=CC=C1CC1=C2N=CC=C1
         Misoprostol,    5282381,       TRUE,    3.700,     83.800, CCCCC(C)(O)C\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC
           Mitomycin,       5746,      FALSE,   -0.400,    147.000, CO[C@]12[C@H]3N[C@H]3CN1C1=C([C@H]2COC(N)=O)C(=O)C(N)=C(C)C1=O
            Mitotane,       4211,      FALSE,    6.200,      0.000, ClC(Cl)C(C1=CC=C(Cl)C=C1)C1=CC=CC=C1Cl
        Mitoxantrone,       4212,      FALSE,    1.000,    163.000, OCCNCCNC1=C2C(=O)C3=C(O)C=CC(O)=C3C(=O)C2=C(NCCNCCO)C=C1
          Mivacurium,    5281042,      FALSE,    8.700,    145.000, COC1=CC(C[C@@H]2C3=CC(OC)=C(OC)C=C3CC[N+]2(C)CCCOC(=O)CC\C=C\CCC(=O)OCCC[N+]2(C)CCC3=CC(OC)=C(OC)C=C3[C@H]2CC2=CC(OC)=C(OC)C(OC)=C2)=CC(OC)=C1OC
         Moclobemide,       4235,      FALSE,    1.500,     41.600, ClC1=CC=C(C=C1)C(=O)NCCN1CCOCC1
           Modafinil,       4236,       TRUE,    1.700,     79.400, NC(=O)CS(=O)C(C1=CC=CC=C1)C1=CC=CC=C1
           Moexipril,      91270,      FALSE,    1.200,    114.000, CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=CC(OC)=C(OC)C=C2C[C@H]1C(O)=O
           Molindone,      23897,       TRUE,    1.700,     45.300, CCC1=C(C)NC2=C1C(=O)C(CN1CCOCC1)CC2
          Mometasone,     441335,      FALSE,    2.700,     74.600, [H][C@@]12C[C@@H](C)[C@](O)(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
         Monobenzone,       7638,      FALSE,    3.400,     29.500, OC1=CC=C(OCC2=CC=CC=C2)C=C1
         Montelukast,    5281040,      FALSE,    7.700,     95.700, OC(=O)CC1(CC1)CS[C@H](CCC1=CC=CC=C1C(O)(C)C)C1=CC=CC(\C=C\C2=NC3=C(C=CC(Cl)=C3)C=C2)=C1
          Moricizine,      34633,      FALSE,    3.000,     96.400, CCOC(=O)NC1=CC2=C(SC3=CC=CC=C3N2C(=O)CCN2CCOCC2)C=C1
            Morphine,    5288826,       TRUE,    0.800,     52.900, [H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O
        Moxifloxacin,     152946,      FALSE,    0.600,     82.100, [H][C@]12CN(C[C@@]1([H])NCCC2)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1OC)C(O)=O
           Mupirocin,     446596,      FALSE,    3.000,    146.000, C[C@H](O)[C@H](C)[C@@H]1O[C@H]1C[C@H]1CO[C@@H](C\C(C)=C\C(=O)OCCCCCCCCC(O)=O)[C@H](O)[C@@H]1O
N-Acetyl-D-glucosamine,     439174,      FALSE,   -1.700,    119.000, [H]C(=O)[C@H](NC(C)=O)[C@@H](O)[C@H](O)[C@H](O)CO
            Nabilone,    5284592,       TRUE,    6.400,     46.500, [H][C@@]12CC(=O)CC[C@@]1([H])C(C)(C)OC1=CC(=CC(O)=C21)C(C)(C)CCCCCC
          Nabumetone,       4409,       TRUE,    3.100,     26.300, COC1=CC2=C(C=C1)C=C(CCC(C)=O)C=C2
                NADH,     439153,      FALSE,   -5.700,    318.000, NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O
             Nadolol,      39147,      FALSE,    0.700,     82.000, CC(C)(C)NCC(O)COC1=CC=CC2=C1C[C@H](O)[C@H](O)C2
           Nafarelin,   25077405,      FALSE,    0.800,    475.000, CC(C)CC(NC(=O)C(CC1=CC2=CC=CC=C2C=C1)NC(=O)C(CC1=CC=C(O)C=C1)NC(=O)C(CO)NC(=O)C(CC1=CNC2=CC=CC=C12)NC(=O)C(CC1=CNC=N1)NC(=O)C1CCC(=O)N1)C(=O)NC(CCCNC(N)=N)C(=O)N1CCCC1C(=O)NCC(N)=O
           Nafcillin,       8982,      FALSE,    2.900,    121.000, [H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(OCC)C=CC2=CC=CC=C12)C(O)=O
           Naftifine,      47641,      FALSE,    5.100,      3.200, CN(CC=CC1=CC=CC=C1)CC1=CC=CC2=CC=CC=C12
          Nalbuphine,    5311304,       TRUE,    0.200,     73.200, O[C@H]1CC[C@@]2(O)[C@H]3CC4=CC=C(O)C5=C4[C@@]2(CCN3CC2CCC2)[C@H]1O5
            Naloxone,    5284596,       TRUE,    2.100,     70.000, [H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC=C)[C@]([H])(C4)[C@]1(O)CCC2=O
          Naltrexone,    5360515,       TRUE,    1.900,     70.000, [H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC3CC3)[C@]([H])(C4)[C@]1(O)CCC2=O
         Naphazoline,       4436,      FALSE,    2.100,     24.400, C(C1=NCCN1)C1=CC=CC2=CC=CC=C12
            Naproxen,     156391,       TRUE,    3.300,     46.500, COC1=CC2=C(C=C1)C=C(C=C2)[C@H](C)C(O)=O
         Naratriptan,       4440,       TRUE,    2.000,     73.600, CNS(=O)(=O)CCC1=CC2=C(NC=C2C2CCN(C)CC2)C=C1
         Nateglinide,    5311309,      FALSE,    3.200,     66.400, CC(C)C1CC[C@@H](CC1)C(=O)N[C@H](CC1=CC=CC=C1)C(O)=O
          Nedocromil,      50294,      FALSE,    2.200,    121.000, CCCC1=C2N(CC)C(=CC(=O)C2=CC2=C1OC(=CC2=O)C(O)=O)C(O)=O
          Nefazodone,       4449,       TRUE,    4.300,     51.600, CCC1=NN(CCCN2CCN(CC2)C2=CC(Cl)=CC=C2)C(=O)N1CCOC1=CC=CC=C1
          Nelarabine,    3011155,      FALSE,   -0.700,    149.000, COC1=NC(N)=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
          Nelfinavir,      64143,      FALSE,    5.700,    127.000, [H][C@@]12CCCC[C@]1([H])CN(C[C@@H](O)[C@H](CSC1=CC=CC=C1)NC(=O)C1=C(C)C(O)=CC=C1)[C@@H](C2)C(=O)NC(C)(C)C
            Neomycin,       8378,      FALSE,   -9.000,    353.000, NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O
         Neostigmine,       4456,       TRUE,    1.500,     29.500, CN(C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C
           Nepafenac,     151075,      FALSE,    1.900,     86.200, NC(=O)CC1=CC=CC(C(=O)C2=CC=CC=C2)=C1N
          Netilmicin,     441306,      FALSE,   -4.200,    200.000, CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@H](O)[C@@H](NC)[C@@]1(C)O
          Nevirapine,       4463,      FALSE,    2.000,     58.100, CC1=C2NC(=O)C3=C(N=CC=C3)N(C3CC3)C2=NC=C1
              Niacin,        938,      FALSE,    0.400,     50.200, OC(=O)C1=CN=CC=C1
         Nicardipine,       4474,      FALSE,    3.800,    114.000, COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OCCN(C)CC1=CC=CC=C1
         Nicergoline,      34040,      FALSE,    3.200,     56.600, [H][C@@]12CC3=CN(C)C4=CC=CC(=C34)[C@]1(C[C@@H](COC(=O)C1=CC(Br)=CN=C1)CN2C)OC
         Niclosamide,       4477,      FALSE,    4.000,     95.200, OC1=C(C=C(Cl)C=C1)C(=O)NC1=C(Cl)C=C(C=C1)[N+]([O-])=O
            Nicotine,      89594,       TRUE,    1.200,     16.100, CN1CCCC1C1=CN=CC=C1
          Nifedipine,       4485,      FALSE,    2.200,    110.000, COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OC
           Nilotinib,     644241,      FALSE,    4.900,     97.600, CC1=CN(C=N1)C1=CC(=CC(NC(=O)C2=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C(C)C=C2)=C1)C(F)(F)F
          Nilutamide,       4493,      FALSE,    2.000,     95.200, CC1(C)NC(=O)N(C1=O)C1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F
         Nilvadipine,       4494,      FALSE,    2.900,    134.000, COC(=O)C1=C(NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C)C#N
          Nimodipine,       4497,       TRUE,    3.100,    120.000, COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C
         Nisoldipine,       4499,      FALSE,    3.300,    110.000, COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OCC(C)C
        Nitazoxanide,      41684,      FALSE,    2.000,    142.000, CC(=O)OC1=CC=CC=C1C(=O)NC1=NC=C(S1)[N+]([O-])=O
          Nitisinone,     115355,      FALSE,    2.300,     97.000, [O-][N+](=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C1C(=O)CCCC1=O
          Nitrazepam,       4506,      FALSE,    2.200,     87.300, [O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2)C=C1
        Nitrendipine,       4507,      FALSE,    2.900,    110.000, CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC
      Nitrofurantoin,    6604200,      FALSE,   -0.500,    121.000, [O-][N+](=O)C1=CC=C(O1)\C=N/N1CC(=O)NC1=O
       Nitrofurazone,    5447130,      FALSE,    0.200,    126.000, NC(=O)N\N=C\C1=CC=C(O1)[N+]([O-])=O
       Nitroglycerin,       4510,      FALSE,    1.600,    165.000, [O-][N+](=O)OCC(CO[N+]([O-])=O)O[N+]([O-])=O
         Nitroxoline,      19910,      FALSE,    2.100,     78.900, OC1=C2N=CC=CC2=C(C=C1)[N+]([O-])=O
          Nizatidine,    3033637,      FALSE,    1.600,    140.000, CN\C(NCCSCC1=CSC(CN(C)C)=N1)=C/[N+]([O-])=O
         Nonoxynol-9,      72385,      FALSE,    4.600,    103.000, CCCCCCCCCC1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1
      Norepinephrine,     439260,      FALSE,   -1.200,     86.700, NC[C@H](O)C1=CC(O)=C(O)C=C1
       Norethindrone,       6230,      FALSE,    3.000,     37.300, [H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]
         Norfloxacin,       4539,      FALSE,   -1.000,     72.900, CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1
        Norgestimate,    6540478,      FALSE,    4.100,     58.900, [H][C@@]12CC[C@@](OC(C)=O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CC\C(C=C3CC[C@@]21[H])=N/O
       Nortriptyline,       4543,       TRUE,    4.500,     12.000, CNCCC=C1C2=CC=CC=C2CCC2=CC=CC=C12
          Novobiocin,   54675769,      FALSE,    3.300,    196.000, CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](OC2=C(C)C3=C(C=C2)C(O)=C(NC(=O)C2=CC=C(O)C(CC=C(C)C)=C2)C(=O)O3)OC1(C)C
           Ofloxacin,       4583,      FALSE,   -0.400,     73.300, CC1COC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2N1CCN(C)CC1
          Olanzapine,  135398745,       TRUE,    2.900,     59.100, CN1CCN(CC1)C1=NC2=CC=CC=C2NC2=C1C=C(C)S2
          Olmesartan,     158781,      FALSE,    3.200,    130.000, CCCC1=NC(=C(N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1)C(O)=O)C(C)(C)O
         Olopatadine,    5281071,      FALSE,    1.500,     49.800, CN(C)CC\C=C1\C2=CC=CC=C2COC2=C1C=C(CC(O)=O)C=C2
          Olsalazine,      22419,      FALSE,    3.100,    140.000, OC(=O)C1=CC(=CC=C1O)\N=N\C1=CC=C(O)C(=C1)C(O)=O
          Omeprazole,       4594,      FALSE,    2.200,     96.300, COC1=CC2=C(C=C1)N=C(N2)S(=O)CC1=NC=C(C)C(OC)=C1C
         Ondansetron,       4595,       TRUE,    2.300,     39.800, CN1C2=C(C3=CC=CC=C13)C(=O)C(CN1C=CN=C1C)CC2
       Orciprenaline,       4086,      FALSE,    0.700,     72.700, CC(C)NCC(O)C1=CC(O)=CC(O)=C1
            Orlistat,    3034010,      FALSE,   10.000,     81.700, CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O
        Orphenadrine,       4601,       TRUE,    3.800,     12.500, CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1C
         Oseltamivir,      65028,      FALSE,    1.100,     90.600, CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1
          Ospemifene,    3036505,      FALSE,    6.500,     29.500, OCCOC1=CC=C(C=C1)C(=C(\CCCl)C1=CC=CC=C1)\C1=CC=CC=C1
             Ouabain,     439501,      FALSE,   -1.700,    207.000, [H][C@@]12CC[C@]3(O)C[C@H](C[C@@H](O)[C@]3(CO)[C@@]1([H])[C@H](O)C[C@]1(C)[C@H](CC[C@]21O)C1=CC(=O)OC1)O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O
           Oxacillin,       6196,      FALSE,    2.400,    138.000, [H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=CC=CC=C1)C(O)=O
         Oxamniquine,       4612,      FALSE,    2.200,     90.100, CC(C)NCC1CCC2=CC(CO)=C(C=C2N1)[N+]([O-])=O
         Oxandrolone,       5878,      FALSE,    3.700,     46.500, [H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)OC[C@]12C
           Oxaprozin,       4614,       TRUE,    4.200,     63.300, OC(=O)CCC1=NC(=C(O1)C1=CC=CC=C1)C1=CC=CC=C1
            Oxazepam,       4616,       TRUE,    2.200,     61.700, OC1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2
       Oxcarbazepine,      34312,       TRUE,    1.700,     63.400, NC(=O)N1C2=CC=CC=C2CC(=O)C2=CC=CC=C12
         Oxiconazole,    5353853,      FALSE,    6.100,     39.400, ClC1=CC(Cl)=C(CO\N=C(\CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1
          Oxitriptan,     439280,      FALSE,   -1.200,     99.300, N[C@@H](CC1=CNC2=C1C=C(O)C=C2)C(O)=O
